order_id,date,customer_id,product,category,region,quantity,unit_price,discount_pct,discount,revenue,cost,profit,payment_method,channel
ORD100664,2023-05-29,CUST1158,Product_14,Beauty,North,3,414.48,5.0,62.17,1181.27,871.9,309.37,UPI,Offline
ORD100249,2024-05-25,CUST1180,Product_06,Electronics,East,4,78.37,10.0,31.35,282.13,239.98,42.15,Card,Online
ORD100907,2024-01-29,CUST1056,Product_01,Sports,North,1,23.94,0.0,0.0,23.94,14.31,9.63,Card,Online
ORD100708,2024-12-24,CUST1005,Product_06,Sports,East,1,91.46,0.0,0.0,91.46,67.97,23.49,Card,Online
ORD100305,2024-08-02,CUST1101,Product_20,Clothing,South,1,471.7,5.0,23.59,448.11,349.94,98.17,Card,Online
ORD100734,2024-09-01,CUST1052,Product_17,Clothing,West,4,472.1,0.0,0.0,1888.4,1477.85,410.55,Card,Offline
ORD100975,2024-06-15,CUST1574,Product_15,Beauty,West,2,413.73,10.0,82.75,744.71,655.13,89.58,Card,Offline
ORD100049,2023-10-01,CUST1427,Product_16,Home,North,1,46.62,10.0,4.66,41.96,26.01,15.95,Wallet,Online
ORD100896,2023-09-30,CUST1619,Product_11,Sports,South,3,400.49,0.0,0.0,1201.47,903.17,298.3,Card,Online
ORD100002,2023-09-28,CUST1950,Product_18,Beauty,North,2,471.02,0.0,0.0,942.04,695.85,246.19,Card,Online
ORD100544,2024-10-24,CUST1653,Product_01,Electronics,North,5,17.66,0.0,0.0,88.3,52.38,35.92,Card,Offline
ORD100350,2023-10-07,CUST1624,Product_04,Home,East,2,226.24,15.0,67.87,384.61,323.61,61.0,NetBanking,Online
ORD100904,2023-07-31,CUST1782,Product_15,Clothing,East,5,312.99,5.0,78.25,1486.7,1069.26,417.44,Card,Online
ORD100536,2024-01-29,CUST1792,Product_01,Sports,West,7,15.68,5.0,5.49,104.27,63.78,40.49,Wallet,Online
ORD100344,2024-04-21,CUST1787,Product_07,Clothing,West,5,320.91,5.0,80.23,1524.32,1133.21,391.11,UPI,Online
ORD100994,2023-06-17,CUST1862,Product_02,Sports,North,3,68.65,10.0,20.6,185.35,141.28,44.07,Cash,Online
ORD100481,2024-06-05,CUST1282,Product_20,Clothing,North,2,438.38,10.0,87.68,789.08,687.7,101.38,NetBanking,Online
ORD100575,2023-04-09,CUST1729,Product_12,Sports,West,3,96.41,5.0,14.46,274.77,159.11,115.66,Cash,Online
ORD100033,2023-02-28,CUST1634,Product_02,Electronics,South,1,93.74,20.0,18.75,74.99,71.76,3.23,Cash,Offline
ORD100031,2024-07-14,CUST1505,Product_04,Home,North,3,398.44,15.0,179.3,1016.02,934.67,81.35,Wallet,Online
ORD100231,2023-05-03,CUST1221,Product_12,Clothing,West,2,141.55,0.0,0.0,283.1,175.41,107.69,NetBanking,Offline
ORD100963,2024-12-15,CUST1916,Product_08,Sports,West,4,333.93,5.0,66.79,1268.93,1052.25,216.68,Card,Online
ORD100192,2024-01-09,CUST1356,Product_13,Sports,East,3,142.64,0.0,0.0,427.92,329.79,98.13,Card,Online
ORD100333,2024-03-28,CUST1663,Product_03,Beauty,South,1,278.91,0.0,0.0,278.91,162.14,116.77,Card,Offline
ORD100003,2023-04-17,CUST1695,Product_08,Beauty,North,3,357.42,10.0,107.23,965.03,593.01,372.02,UPI,Online
ORD100204,2024-01-21,CUST1217,Product_26,Electronics,West,3,176.69,20.0,106.01,424.06,365.15,58.91,Card,Online
ORD100514,2023-10-29,CUST1386,Product_06,Sports,West,4,78.45,0.0,0.0,313.8,209.52,104.28,Card,Online
ORD100799,2023-04-16,CUST1221,Product_03,Electronics,East,4,218.18,0.0,0.0,872.72,609.54,263.18,Card,Online
ORD100306,2024-02-02,CUST1199,Product_20,Clothing,North,2,398.57,5.0,39.86,757.28,546.31,210.97,Card,Online
ORD100109,2024-11-05,CUST1921,Product_26,Home,West,4,167.46,0.0,0.0,669.84,390.76,279.08,Card,Offline
ORD100430,2024-10-31,CUST1803,Product_18,Beauty,East,2,306.46,5.0,30.65,582.27,465.87,116.4,Card,Online
ORD100077,2023-06-11,CUST1711,Product_02,Beauty,North,3,68.39,5.0,10.26,194.91,163.84,31.07,NetBanking,Online
ORD100084,2023-09-09,CUST1172,Product_01,Electronics,North,4,21.38,0.0,0.0,85.52,49.3,36.22,UPI,Online
ORD100286,2024-09-19,CUST1252,Product_09,Clothing,West,2,162.62,0.0,0.0,325.24,194.6,130.64,Card,Offline
ORD100082,2024-04-06,CUST1157,Product_08,Home,East,6,356.06,0.0,0.0,2136.36,1546.16,590.2,Card,Offline
ORD100991,2024-10-11,CUST1774,Product_27,Beauty,South,1,370.19,0.0,0.0,370.19,290.47,79.72,Card,Offline
ORD100789,2023-04-08,CUST1919,Product_09,Clothing,North,5,222.83,0.0,0.0,1114.15,819.88,294.27,UPI,Offline
ORD100894,2024-12-14,CUST1171,Product_08,Sports,East,3,430.61,0.0,0.0,1291.83,767.09,524.74,NetBanking,Offline
ORD100398,2023-12-20,CUST1401,Product_21,Clothing,South,2,469.83,20.0,187.93,751.73,564.13,187.6,Card,Online
ORD100323,2023-12-31,CUST1790,Product_20,Electronics,North,4,375.23,5.0,75.05,1425.87,854.31,571.56,Card,Offline
ORD100519,2023-03-31,CUST1322,Product_05,Clothing,South,1,400.67,0.0,0.0,400.67,292.93,107.74,Card,Offline
ORD100916,2023-02-03,CUST1697,Product_17,Electronics,South,4,501.57,15.0,300.94,1705.34,1295.22,410.12,UPI,Online
ORD100922,2024-09-04,CUST1972,Product_06,Home,North,4,68.55,0.0,0.0,274.2,159.03,115.17,Wallet,Offline
ORD100005,2024-12-01,CUST1827,Product_02,Electronics,North,2,95.11,10.0,19.02,171.2,105.72,65.48,NetBanking,Offline
ORD100731,2023-08-05,CUST1677,Product_23,Home,East,2,96.51,0.0,0.0,193.02,117.95,75.07,UPI,Online
ORD100465,2023-08-08,CUST1991,Product_01,Electronics,North,2,20.63,0.0,0.0,41.26,22.86,18.4,UPI,Offline
ORD100097,2023-01-15,CUST1826,Product_25,Electronics,South,3,393.92,15.0,177.26,1004.5,849.68,154.82,UPI,Online
ORD100266,2024-09-15,CUST1577,Product_06,Electronics,South,2,68.23,10.0,13.65,122.81,79.14,43.67,NetBanking,Online
ORD100357,2024-11-30,CUST1211,Product_08,Beauty,West,5,425.46,20.0,425.46,1701.84,1337.34,364.5,NetBanking,Offline
ORD100868,2024-09-30,CUST1418,Product_23,Sports,East,3,119.93,0.0,0.0,359.79,259.06,100.73,Card,Online
ORD100798,2024-06-25,CUST1648,Product_01,Electronics,North,3,21.15,10.0,6.34,57.11,48.68,8.43,Wallet,Online
ORD100380,2023-06-25,CUST1134,Product_03,Sports,West,5,299.34,0.0,0.0,1496.7,841.77,654.93,UPI,Online
ORD100631,2023-07-01,CUST1091,Product_18,Home,East,4,528.85,0.0,0.0,2115.4,1465.56,649.84,Cash,Online
ORD100381,2023-02-08,CUST1852,Product_07,Beauty,East,2,422.02,10.0,84.4,759.64,622.51,137.13,UPI,Offline
ORD100490,2023-01-16,CUST1753,Product_28,Beauty,West,3,394.69,0.0,0.0,1184.07,883.0,301.07,UPI,Online
ORD100118,2023-07-20,CUST1057,Product_05,Beauty,South,4,363.62,0.0,0.0,1454.48,942.04,512.44,NetBanking,Online
ORD100900,2023-05-06,CUST1121,Product_16,Home,South,3,50.11,0.0,0.0,150.33,85.72,64.61,Cash,Offline
ORD100250,2023-05-27,CUST1039,Product_21,Electronics,East,2,413.41,10.0,82.68,744.14,556.57,187.57,UPI,Offline
ORD100523,2023-04-25,CUST1938,Product_01,Home,South,3,20.22,0.0,0.0,60.66,37.67,22.99,UPI,Offline
ORD100009,2024-04-11,CUST1855,Product_04,Sports,South,3,258.71,0.0,0.0,776.13,526.83,249.3,Wallet,Online
ORD100196,2023-08-21,CUST1095,Product_26,Home,East,1,203.05,0.0,0.0,203.05,118.03,85.02,Cash,Online
ORD100603,2024-06-02,CUST1003,Product_10,Electronics,East,5,529.73,5.0,132.43,2516.22,2048.8,467.42,Wallet,Online
ORD100081,2024-03-31,CUST1842,Product_07,Electronics,East,5,501.93,5.0,125.48,2384.17,1735.78,648.39,Card,Online
ORD100783,2023-03-16,CUST1061,Product_29,Electronics,East,3,228.72,0.0,0.0,686.16,444.23,241.93,NetBanking,Online
ORD100587,2023-02-11,CUST1769,Product_04,Home,West,3,399.71,0.0,0.0,1199.13,786.57,412.56,UPI,Online
ORD100797,2023-12-01,CUST1208,Product_01,Sports,East,2,20.43,0.0,0.0,40.86,23.45,17.41,NetBanking,Offline
ORD100239,2024-08-31,CUST1424,Product_25,Sports,East,3,470.74,10.0,141.22,1271.0,1062.79,208.21,UPI,Online
ORD100290,2024-02-26,CUST1516,Product_16,Sports,North,2,39.48,5.0,3.95,75.01,48.77,26.24,Card,Offline
ORD100211,2023-04-23,CUST1574,Product_20,Sports,North,2,301.34,15.0,90.4,512.28,384.94,127.34,UPI,Online
ORD100717,2024-03-25,CUST1002,Product_17,Beauty,South,5,299.93,15.0,224.95,1274.7,1034.82,239.88,Card,Offline
ORD100359,2023-07-10,CUST1491,Product_10,Beauty,West,3,359.9,10.0,107.97,971.73,729.46,242.27,Card,Offline
ORD100449,2024-08-23,CUST1263,Product_04,Beauty,South,4,341.59,0.0,0.0,1366.36,758.02,608.34,NetBanking,Offline
ORD100227,2023-09-04,CUST1478,Product_10,Sports,North,2,388.56,5.0,38.86,738.26,521.45,216.81,Card,Offline
ORD100950,2023-08-11,CUST1109,Product_26,Clothing,South,3,193.34,15.0,87.0,493.02,418.46,74.56,Card,Online
ORD100946,2024-06-26,CUST1962,Product_16,Clothing,North,2,44.13,0.0,0.0,88.26,57.53,30.73,Wallet,Offline
ORD100796,2024-04-25,CUST1354,Product_05,Beauty,West,3,325.47,5.0,48.82,927.59,667.23,260.36,UPI,Online
ORD100501,2024-11-21,CUST1225,Product_29,Clothing,North,2,188.16,15.0,56.45,319.87,279.12,40.75,Card,Online
ORD100464,2023-10-12,CUST1414,Product_03,Sports,West,3,250.22,5.0,37.53,713.13,565.81,147.32,Card,Online
ORD100362,2023-09-13,CUST1828,Product_04,Clothing,West,4,306.78,0.0,0.0,1227.12,910.51,316.61,UPI,Offline
ORD100468,2023-04-04,CUST1588,Product_13,Beauty,South,3,208.6,5.0,31.29,594.51,490.4,104.11,NetBanking,Offline
ORD100935,2024-08-04,CUST1282,Product_23,Sports,South,3,162.1,0.0,0.0,486.3,268.0,218.3,Card,Online
ORD100428,2024-09-27,CUST1310,Product_03,Beauty,South,5,193.33,15.0,145.0,821.65,616.71,204.94,UPI,Offline
ORD100007,2024-09-06,CUST1949,Product_04,Electronics,South,3,227.87,0.0,0.0,683.61,513.2,170.41,Card,Online
ORD100155,2024-11-29,CUST1665,Product_26,Electronics,West,5,149.69,0.0,0.0,748.45,554.19,194.26,Card,Online
ORD100541,2024-07-01,CUST1961,Product_07,Clothing,South,2,480.83,0.0,0.0,961.66,531.26,430.4,Card,Online
ORD100440,2024-01-28,CUST1909,Product_04,Sports,North,5,237.62,10.0,118.81,1069.29,923.81,145.48,Card,Offline
ORD100482,2023-04-10,CUST1362,Product_05,Sports,North,1,450.2,0.0,0.0,450.2,351.16,99.04,NetBanking,Online
ORD100422,2023-07-15,CUST1349,Product_13,Home,West,4,157.07,10.0,62.83,565.45,446.57,118.88,Card,Offline
ORD100778,2024-09-15,CUST1519,Product_19,Home,West,3,428.13,0.0,0.0,1284.39,847.44,436.95,Cash,Online
ORD100949,2024-07-01,CUST1891,Product_16,Electronics,West,4,54.7,0.0,0.0,218.8,147.84,70.96,UPI,Online
ORD100334,2024-10-20,CUST1490,Product_06,Electronics,West,3,84.4,5.0,12.66,240.54,157.98,82.56,Card,Online
ORD100576,2024-01-31,CUST1639,Product_04,Home,South,2,397.48,5.0,39.75,755.21,441.89,313.32,UPI,Offline
ORD100934,2024-12-10,CUST1857,Product_17,Electronics,East,2,480.28,0.0,0.0,960.56,624.01,336.55,Card,Online
ORD100567,2024-03-30,CUST1050,Product_05,Beauty,West,3,395.5,20.0,237.3,949.2,881.11,68.09,Card,Online
ORD100594,2023-08-03,CUST1755,Product_30,Sports,West,2,358.15,0.0,0.0,716.3,557.61,158.69,Card,Online
ORD100530,2024-02-17,CUST1059,Product_04,Home,West,1,329.25,5.0,16.46,312.79,186.4,126.39,Wallet,Online
ORD100581,2023-05-31,CUST1087,Product_30,Home,South,3,341.44,0.0,0.0,1024.32,771.67,252.65,NetBanking,Offline
ORD100707,2023-07-20,CUST1158,Product_18,Beauty,West,3,490.53,0.0,0.0,1471.59,956.0,515.59,Card,Online
ORD100448,2024-07-13,CUST1816,Product_22,Clothing,South,5,86.11,0.0,0.0,430.55,238.6,191.95,Cash,Online
ORD100453,2023-07-08,CUST1758,Product_17,Sports,North,2,473.77,0.0,0.0,947.54,636.47,311.07,Wallet,Offline
ORD100228,2024-03-14,CUST1200,Product_19,Electronics,East,6,419.29,5.0,125.79,2389.95,1850.49,539.46,Card,Online
ORD100352,2024-05-11,CUST1877,Product_21,Beauty,North,4,368.06,0.0,0.0,1472.24,836.6,635.64,NetBanking,Offline
ORD100728,2023-06-26,CUST1131,Product_05,Clothing,East,3,320.7,20.0,192.42,769.68,555.11,214.57,Wallet,Offline
ORD100212,2023-01-02,CUST1502,Product_13,Home,South,6,216.19,10.0,129.71,1167.43,952.72,214.71,UPI,Online
ORD100079,2023-09-27,CUST1907,Product_09,Sports,South,4,277.57,0.0,0.0,1110.28,815.27,295.01,NetBanking,Online
ORD100148,2023-08-19,CUST1439,Product_22,Home,West,4,108.52,0.0,0.0,434.08,293.6,140.48,Wallet,Online
ORD100302,2024-12-20,CUST1644,Product_22,Clothing,West,2,112.68,0.0,0.0,225.36,158.15,67.21,Card,Online
ORD100628,2023-09-09,CUST1989,Product_11,Beauty,North,3,499.31,0.0,0.0,1497.93,1037.69,460.24,UPI,Offline
ORD100777,2024-02-05,CUST1962,Product_10,Clothing,North,2,589.22,0.0,0.0,1178.44,837.44,341.0,Card,Online
ORD100506,2024-02-21,CUST1682,Product_28,Home,South,4,329.22,0.0,0.0,1316.88,1042.32,274.56,Card,Online
ORD100342,2023-08-08,CUST1731,Product_06,Clothing,North,5,83.4,0.0,0.0,417.0,324.41,92.59,Card,Offline
ORD100485,2024-10-20,CUST1667,Product_07,Electronics,East,1,428.65,0.0,0.0,428.65,339.93,88.72,Card,Online
ORD100711,2024-06-30,CUST1132,Product_30,Sports,South,2,398.87,5.0,39.89,757.85,456.12,301.73,Card,Offline
ORD100133,2023-08-06,CUST1561,Product_09,Clothing,West,3,179.82,0.0,0.0,539.46,396.17,143.29,UPI,Online
ORD100703,2023-02-10,CUST1737,Product_11,Clothing,East,6,356.36,0.0,0.0,2138.16,1657.43,480.73,Cash,Offline
ORD100311,2023-07-14,CUST1216,Product_26,Beauty,North,3,165.8,5.0,24.87,472.53,281.21,191.32,Cash,Offline
ORD100722,2023-04-29,CUST1827,Product_01,Electronics,North,1,20.29,10.0,2.03,18.26,11.7,6.56,Card,Online
ORD100629,2024-02-19,CUST1745,Product_23,Home,South,1,143.3,0.0,0.0,143.3,113.68,29.62,Card,Online
ORD100000,2023-04-13,CUST1022,Product_24,Beauty,South,3,303.09,5.0,45.46,863.81,515.24,348.57,Card,Online
ORD100316,2024-04-04,CUST1765,Product_09,Beauty,South,6,278.65,0.0,0.0,1671.9,1259.94,411.96,Card,Online
ORD100706,2023-05-25,CUST1307,Product_17,Sports,East,6,460.87,10.0,276.52,2488.7,1770.62,718.08,Card,Online
ORD100547,2024-01-04,CUST1892,Product_06,Electronics,West,1,52.95,0.0,0.0,52.95,40.8,12.15,Card,Offline
ORD100872,2024-04-18,CUST1104,Product_16,Sports,West,4,41.01,0.0,0.0,164.04,100.73,63.31,UPI,Online
ORD100532,2024-02-24,CUST1849,Product_03,Beauty,South,2,236.17,5.0,23.62,448.72,330.51,118.21,Card,Online
ORD100477,2023-10-16,CUST1561,Product_03,Home,North,1,232.83,20.0,46.57,186.26,138.24,48.02,NetBanking,Online
ORD100404,2023-07-09,CUST1950,Product_03,Home,South,3,224.46,10.0,67.34,606.04,475.61,130.43,Wallet,Offline
ORD100172,2023-08-19,CUST1676,Product_02,Home,North,5,86.78,0.0,0.0,433.9,336.93,96.97,Card,Offline
ORD100125,2023-04-09,CUST1217,Product_04,Beauty,North,1,262.4,0.0,0.0,262.4,167.14,95.26,UPI,Offline
ORD100394,2024-10-15,CUST1685,Product_08,Clothing,West,2,400.26,5.0,40.03,760.49,524.21,236.28,NetBanking,Online
ORD100420,2023-01-05,CUST1851,Product_02,Home,West,1,82.57,10.0,8.26,74.31,57.33,16.98,UPI,Online
ORD100552,2023-09-30,CUST1360,Product_16,Sports,East,4,47.26,0.0,0.0,189.04,121.4,67.64,NetBanking,Online
ORD100903,2024-06-08,CUST1843,Product_16,Electronics,East,2,35.69,0.0,0.0,71.38,40.03,31.35,Cash,Offline
ORD100090,2023-02-22,CUST1707,Product_11,Beauty,South,4,529.58,15.0,317.75,1800.57,1372.88,427.69,Wallet,Online
ORD100939,2023-12-16,CUST1492,Product_01,Sports,South,3,24.67,5.0,3.7,70.31,46.68,23.63,UPI,Online
ORD100181,2023-12-25,CUST1559,Product_27,Sports,West,4,294.94,15.0,176.96,1002.8,700.81,301.99,Card,Online
ORD100274,2023-06-09,CUST1018,Product_22,Sports,North,2,122.17,5.0,12.22,232.12,148.53,83.59,NetBanking,Offline
ORD100895,2023-02-08,CUST1752,Product_10,Sports,North,2,595.76,10.0,119.15,1072.37,854.31,218.06,UPI,Offline
ORD100069,2024-01-25,CUST1469,Product_25,Sports,West,2,487.87,5.0,48.79,926.95,700.12,226.83,Wallet,Online
ORD100291,2023-04-14,CUST1477,Product_03,Sports,West,4,319.06,10.0,127.62,1148.62,840.52,308.1,UPI,Offline
ORD100131,2024-10-04,CUST1935,Product_23,Beauty,East,2,138.5,0.0,0.0,277.0,209.45,67.55,Card,Online
ORD100300,2024-12-06,CUST1598,Product_01,Sports,South,3,16.12,10.0,4.84,43.52,37.7,5.82,UPI,Online
ORD100424,2023-02-16,CUST1028,Product_30,Clothing,East,2,405.41,10.0,81.08,729.74,615.49,114.25,Wallet,Offline
ORD100326,2023-10-10,CUST1760,Product_19,Beauty,South,4,485.55,10.0,194.22,1747.98,1306.07,441.91,UPI,Offline
ORD100144,2024-07-17,CUST1356,Product_10,Beauty,South,1,484.27,0.0,0.0,484.27,354.63,129.64,NetBanking,Offline
ORD100423,2023-12-16,CUST1186,Product_05,Home,West,5,307.97,10.0,153.99,1385.86,952.82,433.04,UPI,Online
ORD100580,2024-07-18,CUST1976,Product_21,Electronics,South,1,532.61,5.0,26.63,505.98,333.32,172.66,Card,Online
ORD100135,2024-02-02,CUST1231,Product_07,Sports,South,6,360.03,10.0,216.02,1944.16,1712.36,231.8,Card,Online
ORD100450,2024-05-02,CUST1895,Product_14,Clothing,South,3,365.86,15.0,164.64,932.94,677.53,255.41,Wallet,Online
ORD100164,2024-09-11,CUST1470,Product_12,Sports,North,3,145.54,10.0,43.66,392.96,318.92,74.04,Card,Online
ORD100028,2023-11-10,CUST1989,Product_07,Sports,East,1,419.95,0.0,0.0,419.95,320.51,99.44,NetBanking,Online
ORD100773,2023-09-25,CUST1962,Product_10,Home,North,2,476.88,0.0,0.0,953.76,691.05,262.71,UPI,Online
ORD100193,2024-11-02,CUST1750,Product_06,Clothing,East,6,61.45,0.0,0.0,368.7,233.84,134.86,Wallet,Online
ORD100388,2023-02-05,CUST1576,Product_06,Sports,East,5,60.65,0.0,0.0,303.25,231.02,72.23,Card,Offline
ORD100852,2023-08-02,CUST1192,Product_03,Sports,West,5,235.0,5.0,58.75,1116.25,701.3,414.95,UPI,Offline
ORD100169,2024-05-20,CUST1891,Product_14,Clothing,South,3,441.22,10.0,132.37,1191.29,850.84,340.45,Cash,Offline
ORD100705,2024-05-16,CUST1795,Product_29,Electronics,West,2,226.44,0.0,0.0,452.88,267.24,185.64,Card,Online
ORD100140,2024-04-05,CUST1455,Product_08,Clothing,South,3,331.96,10.0,99.59,896.29,785.26,111.03,NetBanking,Offline
ORD100173,2023-07-09,CUST1229,Product_23,Home,East,3,110.75,0.0,0.0,332.25,253.93,78.32,UPI,Online
ORD100006,2023-01-21,CUST1028,Product_08,Electronics,South,1,455.3,15.0,68.3,387.0,264.39,122.61,Card,Online
ORD100745,2023-01-23,CUST1046,Product_07,Electronics,West,4,352.8,10.0,141.12,1270.08,965.89,304.19,Card,Online
ORD100478,2023-09-11,CUST1792,Product_17,Sports,East,3,474.81,0.0,0.0,1424.43,890.69,533.74,Card,Online
ORD100073,2024-12-03,CUST1969,Product_15,Home,East,3,418.44,15.0,188.3,1067.02,758.45,308.57,Card,Online
ORD100910,2023-04-19,CUST1935,Product_13,Sports,South,2,232.94,0.0,0.0,465.88,356.54,109.34,Cash,Online
ORD100813,2023-05-06,CUST1723,Product_07,Home,North,6,497.73,15.0,447.96,2538.42,1642.65,895.77,Card,Offline
ORD100238,2023-05-24,CUST1779,Product_14,Beauty,West,5,589.95,10.0,294.98,2654.77,1889.63,765.14,Cash,Online
ORD100145,2023-04-06,CUST1428,Product_16,Home,South,2,50.56,0.0,0.0,101.12,75.8,25.32,Cash,Offline
ORD100792,2024-03-22,CUST1708,Product_11,Beauty,North,4,384.33,0.0,0.0,1537.32,1133.07,404.25,UPI,Offline
ORD100234,2023-10-07,CUST1767,Product_18,Electronics,East,7,408.85,5.0,143.1,2718.85,1791.6,927.25,Card,Offline
ORD100220,2023-05-10,CUST1637,Product_03,Electronics,South,3,225.51,0.0,0.0,676.53,409.7,266.83,UPI,Offline
ORD100923,2024-06-01,CUST1436,Product_04,Home,East,3,227.44,0.0,0.0,682.32,534.23,148.09,Card,Online
ORD100500,2024-06-28,CUST1502,Product_01,Sports,North,2,20.34,0.0,0.0,40.68,31.68,9.0,NetBanking,Online
ORD100132,2023-01-05,CUST1067,Product_17,Electronics,North,4,511.07,5.0,102.21,1942.07,1395.89,546.18,Cash,Online
ORD100990,2023-09-18,CUST1245,Product_03,Sports,East,3,198.96,10.0,59.69,537.19,469.56,67.63,Card,Online
ORD100774,2023-02-23,CUST1445,Product_10,Home,East,2,598.64,10.0,119.73,1077.55,743.69,333.86,Card,Online
ORD100185,2024-10-10,CUST1739,Product_10,Beauty,North,2,585.57,20.0,234.23,936.91,657.28,279.63,NetBanking,Online
ORD100041,2024-07-20,CUST1481,Product_19,Home,North,3,369.15,0.0,0.0,1107.45,829.15,278.3,NetBanking,Online
ORD100696,2024-11-06,CUST1219,Product_03,Electronics,West,3,262.61,0.0,0.0,787.83,603.15,184.68,Card,Offline
ORD100108,2024-01-27,CUST1770,Product_04,Beauty,West,1,222.16,10.0,22.22,199.94,137.35,62.59,UPI,Online
ORD100588,2023-07-05,CUST1463,Product_20,Sports,East,3,343.19,0.0,0.0,1029.57,744.02,285.55,UPI,Online
ORD100056,2024-07-18,CUST1001,Product_04,Sports,South,3,263.77,15.0,118.7,672.61,523.31,149.3,UPI,Online
ORD100405,2023-05-05,CUST1787,Product_13,Home,West,2,206.17,5.0,20.62,391.72,303.97,87.75,Card,Offline
ORD100442,2023-02-27,CUST1696,Product_10,Home,North,1,373.1,0.0,0.0,373.1,234.65,138.45,NetBanking,Offline
ORD100757,2024-11-15,CUST1284,Product_04,Electronics,South,2,352.36,0.0,0.0,704.72,491.58,213.14,NetBanking,Online
ORD100997,2023-11-17,CUST1793,Product_09,Sports,South,1,225.8,0.0,0.0,225.8,135.95,89.85,Card,Online
ORD100024,2023-07-11,CUST1882,Product_01,Beauty,East,7,25.5,0.0,0.0,178.5,124.78,53.72,Card,Online
ORD100467,2023-02-16,CUST1432,Product_16,Beauty,North,1,35.12,0.0,0.0,35.12,22.49,12.63,Card,Online
ORD100539,2024-11-19,CUST1837,Product_24,Beauty,East,3,403.87,5.0,60.58,1151.03,688.17,462.86,Wallet,Offline
ORD100531,2024-01-11,CUST1846,Product_12,Sports,North,2,119.21,10.0,23.84,214.58,134.1,80.48,UPI,Offline
ORD100618,2023-12-31,CUST1085,Product_26,Clothing,West,2,203.73,0.0,0.0,407.46,288.67,118.79,Wallet,Online
ORD100694,2023-05-02,CUST1386,Product_02,Electronics,East,1,75.88,10.0,7.59,68.29,57.35,10.94,Cash,Online
ORD100926,2023-11-16,CUST1701,Product_07,Beauty,South,5,300.12,15.0,225.09,1275.51,1039.25,236.26,Card,Offline
ORD100338,2023-02-18,CUST1163,Product_05,Beauty,North,3,463.38,10.0,139.01,1251.13,873.22,377.91,UPI,Online
ORD100051,2024-08-23,CUST1977,Product_11,Home,South,1,420.44,0.0,0.0,420.44,322.88,97.56,Card,Offline
ORD100507,2023-06-17,CUST1093,Product_01,Home,East,4,23.32,0.0,0.0,93.28,64.35,28.93,Card,Online
ORD100516,2024-05-13,CUST1201,Product_04,Electronics,East,5,233.83,5.0,58.46,1110.69,659.72,450.97,NetBanking,Online
ORD100920,2024-07-07,CUST1297,Product_26,Home,East,5,194.84,15.0,146.13,828.07,729.57,98.5,UPI,Offline
ORD100781,2023-08-17,CUST1236,Product_10,Home,South,3,342.92,0.0,0.0,1028.76,799.72,229.04,UPI,Offline
ORD100264,2023-05-24,CUST1801,Product_13,Beauty,South,2,148.71,15.0,44.61,252.81,211.73,41.08,Card,Online
ORD100817,2023-07-02,CUST1082,Product_22,Electronics,West,6,109.68,0.0,0.0,658.08,363.09,294.99,Card,Online
ORD100710,2024-07-11,CUST1631,Product_03,Sports,South,2,191.75,0.0,0.0,383.5,284.14,99.36,Card,Online
ORD100682,2024-01-08,CUST1308,Product_12,Clothing,West,3,83.96,0.0,0.0,251.88,156.29,95.59,UPI,Online
ORD100832,2024-02-07,CUST1145,Product_01,Electronics,North,1,21.56,5.0,1.08,20.48,12.32,8.16,UPI,Offline
ORD100518,2024-12-27,CUST1550,Product_06,Clothing,South,6,69.36,5.0,20.81,395.35,255.51,139.84,UPI,Offline
ORD100447,2023-04-28,CUST1811,Product_06,Beauty,South,5,55.32,5.0,13.83,262.77,172.87,89.9,Card,Offline
ORD100018,2024-10-23,CUST1267,Product_24,Clothing,East,5,376.9,0.0,0.0,1884.5,1203.19,681.31,Wallet,Online
ORD100715,2023-09-13,CUST1253,Product_17,Clothing,East,2,494.73,0.0,0.0,989.46,551.38,438.08,NetBanking,Online
ORD100483,2023-06-29,CUST1205,Product_27,Sports,South,2,301.76,0.0,0.0,603.52,392.43,211.09,Card,Offline
ORD100568,2024-12-18,CUST1122,Product_05,Sports,North,4,372.35,5.0,74.47,1414.93,1044.47,370.46,UPI,Online
ORD100433,2023-04-30,CUST1598,Product_19,Home,East,5,270.54,0.0,0.0,1352.7,755.15,597.55,Wallet,Online
ORD100367,2024-07-23,CUST1694,Product_17,Beauty,East,2,484.42,10.0,96.88,871.96,605.88,266.08,UPI,Online
ORD100083,2024-12-27,CUST1252,Product_15,Electronics,East,6,366.93,0.0,0.0,2201.58,1291.43,910.15,Card,Online
ORD100061,2024-03-03,CUST1796,Product_16,Home,South,4,47.4,0.0,0.0,189.6,105.7,83.9,Card,Offline
ORD100638,2024-03-26,CUST1509,Product_13,Beauty,North,1,192.37,15.0,28.86,163.51,153.06,10.45,UPI,Online
ORD100272,2024-03-28,CUST1428,Product_03,Electronics,South,3,292.85,10.0,87.86,790.69,567.68,223.01,UPI,Online
ORD100285,2024-11-03,CUST1757,Product_13,Beauty,East,3,174.33,15.0,78.45,444.54,336.64,107.9,UPI,Online
ORD100360,2023-09-10,CUST1846,Product_29,Beauty,South,6,193.48,0.0,0.0,1160.88,879.31,281.57,NetBanking,Online
ORD100354,2023-06-30,CUST1078,Product_09,Beauty,East,3,220.62,0.0,0.0,661.86,497.73,164.13,Card,Online
